text,register
ἱερὸν πτολίεθρον ἑλόντες,speech
Κυκλώπων δ’ ἐς γαῖαν ἐλεύσσομεν ἐγγὺς ἐόντων καπνόν τ’ αὐτῶν τε φθογγὴν ὀίων τε καὶ αἰγῶν,speech
ἦμος δ’ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε δὴ τότε κοιμήθημεν ἐπὶ ῥηγμῖνι θαλάσσης,speech
ἦμος δ’ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς καὶ τότ’ ἐγὼν ἀγορὴν θέμενος μετὰ πᾶσιν ἔειπον,speech
ἄλλοι μὲν νῦν μίμνετ’ ἐμοὶ ἐρίηρες ἑταῖροι,speech
αὐτὰρ ἐγὼ σὺν νηί τ’ ἐμῇ καὶ ἐμοῖς ἑτάροισιν ἐλθὼν τῶνδ’ ἀνδρῶν πειρήσομαι οἵ τινές εἰσιν ἤ ῥ’ οἵ γ’ ὑβρισταί τε καὶ ἄγριοι οὐδὲ δίκαιοι ἦε φιλόξεινοι καί σφιν νόος ἐστὶ θεουδής,speech
ὣς εἰπὼν ἀνὰ νηὸς ἔβην ἐκέλευσα δ’ ἑταίρους αὐτούς τ’ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι,speech
οἱ δ’ αἶψ’ εἴσβαινον καὶ ἐπὶ κληῖσι καθῖζον ἑξῆς δ’ ἑζόμενοι πολιὴν ἅλα τύπτον ἐρετμοῖς,speech
ἀλλ’ ὅτε δὴ τὸν χῶρον ἀφικόμεθ’ ἐγγὺς ἐόντα ἔνθα δ’ ἐπ’ ἐσχατιῇ σπέος εἴδομεν ἄγχι θαλάσσης ὑψηλόν δάφνῃσι κατηρεφές,speech
ἔνθα δὲ πολλὰ μῆλ’ ὄιές τε καὶ αἶγες ἰαύεσκον,speech
περὶ δ’ αὐλὴ ὑψηλὴ δέδμητο κατωρυχέεσσι λίθοισι μακρῇσίν τε πίτυσσιν ἰδὲ δρυσὶν ὑψικόμοισιν,speech
ἔνθα δ’ ἀνὴρ ἐνίαυε πελώριος ὅς ῥα τὰ μῆλα οἶος ποιμαίνεσκεν ἀπόπροθεν,speech
οὐδὲ μετ’ ἄλλους πωλεῖτ’ ἀλλ’ ἀπάνευθεν ἐὼν ἀθεμίστια ᾔδη,speech
καὶ γὰρ θαῦμ’ ἐτέτυκτο πελώριον οὐδὲ ἐῴκει ἀνδρί γε σιτοφάγῳ ἀλλὰ ῥίῳ ὑλήεντι ὑψηλῶν ὀρέων ὅ τε φαίνεται οἶον ἀπ’ ἄλλων,speech
δὴ τότε τοὺς ἄλλους κελόμην ἐρίηρας ἑταίρους αὐτοῦ πὰρ νηί τε μένειν καὶ νῆα ἔρυσθαι αὐτὰρ ἐγὼ κρίνας ἑτάρων δυοκαίδεκ’ ἀρίστους βῆν,speech
ἀτὰρ αἴγεον ἀσκὸν ἔχον μέλανος οἴνοιο ἡδέος ὅν μοι ἔδωκε Μάρων Εὐάνθεος υἱός ἱρεὺς Ἀπόλλωνος ὃς Ἴσμαρον ἀμφιβεβήκει οὕνεκά μιν σὺν παιδὶ περισχόμεθ’ ἠδὲ γυναικὶ ἁζόμενοι,speech
ᾤκει γὰρ ἐν ἄλσεϊ δενδρήεντι Φοίβου Ἀπόλλωνος,speech
ὁ δέ μοι πόρεν ἀγλαὰ δῶρα,speech
χρυσοῦ μέν μοι ἔδωκ’ ἐυεργέος ἑπτὰ τάλαντα δῶκε δέ μοι κρητῆρα πανάργυρον αὐτὰρ ἔπειτα οἶνον ἐν ἀμφιφορεῦσι δυώδεκα πᾶσιν ἀφύσσας ἡδὺν ἀκηράσιον θεῖον ποτόν,speech
οὐδέ τις αὐτὸν ἠείδη δμώων οὐδ’ ἀμφιπόλων ἐνὶ οἴκῳ ἀλλ’ αὐτὸς ἄλοχός τε φίλη ταμίη τε μί’ οἴη,speech
τὸν δ’ ὅτε πίνοιεν μελιηδέα οἶνον ἐρυθρόν ἓν δέπας ἐμπλήσας ὕδατος ἀνὰ εἴκοσι μέτρα χεῦ’ ὀδμὴ δ’ ἡδεῖα ἀπὸ κρητῆρος ὀδώδει θεσπεσίη,speech
τότ’ ἂν οὔ τοι ἀποσχέσθαι φίλον ἦεν,speech
τοῦ φέρον ἐμπλήσας ἀσκὸν μέγαν ἐν δὲ καὶ ᾖα κωρύκῳ,speech
αὐτίκα γάρ μοι ὀίσατο θυμὸς ἀγήνωρ ἄνδρ’ ἐπελεύσεσθαι μεγάλην ἐπιειμένον ἀλκήν ἄγριον οὔ τε δίκας ἐὺ εἰδότα οὔ τε θέμιστας,speech
καρπαλίμως δ’ εἰς ἄντρον ἀφικόμεθ’ οὐδέ μιν ἔνδον εὕρομεν ἀλλ’ ἐνόμευε νομὸν κάτα πίονα μῆλα,speech
ἐλθόντες δ’ εἰς ἄντρον ἐθηεύμεσθα ἕκαστα,speech
ταρσοὶ μὲν τυρῶν βρῖθον στείνοντο δὲ σηκοὶ ἀρνῶν ἠδ’ ἐρίφων,speech
διακεκριμέναι δὲ ἕκασται ἔρχατο χωρὶς μὲν πρόγονοι χωρὶς δὲ μέτασσαι χωρὶς δ’ αὖθ’ ἕρσαι,speech
ναῖον δ’ ὀρῷ ἄγγεα πάντα γαυλοί τε σκαφίδες τε τετυγμένα τοῖς ἐνάμελγεν,speech
ἔνθ’ ἐμὲ μὲν πρώτισθ’ ἕταροι λίσσοντ’ ἐπέεσσιν τυρῶν αἰνυμένους ἰέναι πάλιν αὐτὰρ ἔπειτα καρπαλίμως ἐπὶ νῆα θοὴν ἐρίφους τε καὶ ἄρνας σηκῶν ἐξελάσαντας ἐπιπλεῖν ἁλμυρὸν ὕδωρ,speech
ἀλλ’ ἐγὼ οὐ πιθόμην ἦ τ’ ἂν πολὺ κέρδιον ἦεν ὄφρ’ αὐτόν τε ἴδοιμι καὶ εἴ μοι ξείνια δοίη,speech
οὐδ’ ἄρ’ ἔμελλ’ ἑτάροισι φανεὶς ἐρατεινὸς ἔσεσθαι,speech
ἔνθα δὲ πῦρ κήαντες ἐθύσαμεν ἠδὲ καὶ αὐτοὶ τυρῶν αἰνύμενοι φάγομεν μένομέν τέ μιν ἔνδον ἥμενοι ἧος ἐπῆλθε νέμων,speech
φέρε δ’ ὄβριμον ἄχθος ὕλης ἀζαλέης ἵνα οἱ ποτιδόρπιον εἴη ἔντοσθεν δ’ ἄντροιο βαλὼν ὀρυμαγδὸν ἔθηκεν,speech
ἡμεῖς δὲ δείσαντες ἀπεσσύμεθ’ ἐς μυχὸν ἄντρου,speech
αὐτὰρ ὅ γ’ εἰς εὐρὺ σπέος ἤλασε πίονα μῆλα πάντα μάλ’ ὅσσ’ ἤμελγε τὰ δ’ ἄρσενα λεῖπε θύρηφιν ἀρνειούς τε τράγους τε βαθείης ἔκτοθεν αὐλῆς,speech
αὐτὰρ ἔπειτ’ ἐπέθηκε θυρεὸν μέγαν ὑψόσ’ ἀείρας ὄβριμον,speech
οὐκ ἂν τόν γε δύω καὶ εἴκοσ’ ἄμαξαι ἐσθλαὶ τετράκυκλοι ἀπ’ οὔδεος ὀχλίσσειαν,speech
τόσσην ἠλίβατον πέτρην ἐπέθηκε θύρῃσιν,speech
ἑζόμενος δ’ ἤμελγεν ὄις καὶ μηκάδας αἶγας πάντα κατὰ μοῖραν καὶ ὑπ’ ἔμβρυον ἧκεν ἑκάστῃ,speech
αὐτίκα δ’ ἥμισυ μὲν θρέψας λευκοῖο γάλακτος πλεκτοῖς ἐν ταλάροισιν ἀμησάμενος κατέθηκεν ἥμισυ δ’ αὖτ’ ἔστησεν ἐν ἄγγεσιν ὄφρα οἱ εἴη πίνειν αἰνυμένῳ καί οἱ ποτιδόρπιον εἴη,speech
αὐτὰρ ἐπεὶ δὴ σπεῦσε πονησάμενος τὰ ἃ ἔργα καὶ τότε πῦρ ἀνέκαιε καὶ εἴσιδεν εἴρετο δ’ ἡμέας,speech
ὦ ξεῖνοι τίνες ἐστέ,speech
πόθεν πλεῖθ’ ὑγρὰ κέλευθα,speech
ἦ τι κατὰ πρῆξιν ἦ μαψιδίως ἀλάλησθε οἷά τε ληιστῆρες ὑπεὶρ ἅλα τοί τ’ ἀλόωνται ψυχὰς παρθέμενοι κακὸν ἀλλοδαποῖσι φέροντες,speech
ὣς ἔφαθ’ ἡμῖν δ’ αὖτε κατεκλάσθη φίλον ἦτορ δεισάντων φθόγγον τε βαρὺν αὐτόν τε πέλωρον,speech
ἀλλὰ καὶ ὥς μιν ἔπεσσιν ἀμειβόμενος προσέειπον,speech
ἡμεῖς τοι Τροίηθεν ἀποπλαγχθέντες Ἀχαιοὶ παντοίοις ἀνέμοισιν ὑπὲρ μέγα λαῖτμα θαλάσσης οἴκαδε ἱέμενοι ἄλλην ὁδὸν ἄλλα κέλευθα ἤλθομεν,speech
οὕτω που Ζεὺς ἤθελε μητίσασθαι,speech
λαοὶ δ’ Ἀτρεΐδεω Ἀγαμέμνονος εὐχόμεθ’ εἶναι τοῦ δὴ νῦν γε μέγιστον ὑπουράνιον κλέος ἐστί,speech
τόσσην γὰρ διέπερσε πόλιν καὶ ἀπώλεσε λαοὺς πολλούς,speech
ἡμεῖς δ’ αὖτε κιχανόμενοι τὰ σὰ γοῦνα ἱκόμεθ’ εἴ τι πόροις ξεινήιον ἠὲ καὶ ἄλλως δοίης δωτίνην ἥ τε ξείνων θέμις ἐστίν,speech
ἀλλ’ αἰδεῖο φέριστε θεούς,speech
ἱκέται δέ τοί εἰμεν Ζεὺς δ’ ἐπιτιμήτωρ ἱκετάων τε ξείνων τε ξείνιος ὃς ξείνοισιν ἅμ’ αἰδοίοισιν ὀπηδεῖ,speech
ὣς ἐφάμην ὁ δέ μ’ αὐτίκ’ ἀμείβετο νηλέι θυμῷ,speech
νήπιός εἰς ὦ ξεῖν’ ἢ τηλόθεν εἰλήλουθας ὅς με θεοὺς κέλεαι ἢ δειδίμεν ἢ ἀλέασθαι,speech
οὐ γὰρ Κύκλωπες Διὸς αἰγιόχου ἀλέγουσιν οὐδὲ θεῶν μακάρων ἐπεὶ ἦ πολὺ φέρτεροί εἰμεν,speech
οὐδ’ ἂν ἐγὼ Διὸς ἔχθος ἀλευάμενος πεφιδοίμην οὔτε σεῦ οὔθ’ ἑτάρων εἰ μὴ θυμός με κελεύοι,speech
ἀλλά μοι εἴφ’ ὅπῃ ἔσχες ἰὼν ἐυεργέα νῆα ἤ που ἐπ’ ἐσχατιῆς ἦ καὶ σχεδόν ὄφρα δαείω,speech
ὣς φάτο πειράζων ἐμὲ δ’ οὐ λάθεν εἰδότα πολλά ἀλλά μιν ἄψορρον προσέφην δολίοις ἐπέεσσι,speech
νέα μέν μοι κατέαξε Ποσειδάων ἐνοσίχθων πρὸς πέτρῃσι βαλὼν ὑμῆς ἐπὶ πείρασι γαίης ἄκρῃ προσπελάσας,speech
ἄνεμος δ’ ἐκ πόντου ἔνεικεν,speech
αὐτὰρ ἐγὼ σὺν τοῖσδε ὑπέκφυγον αἰπὺν ὄλεθρον,speech
ὣς ἐφάμην ὁ δέ μ’ οὐδὲν ἀμείβετο νηλέι θυμῷ ἀλλ’ ὅ γ’ ἀναΐξας ἑτάροις ἐπὶ χεῖρας ἴαλλε σὺν δὲ δύω μάρψας ὥς τε σκύλακας ποτὶ γαίῃ κόπτ’,speech
ἐκ δ’ ἐγκέφαλος χαμάδις ῥέε δεῦε δὲ γαῖαν,speech
τοὺς δὲ διὰ μελεϊστὶ ταμὼν ὡπλίσσατο δόρπον,speech
ἤσθιε δ’ ὥς τε λέων ὀρεσίτροφος οὐδ’ ἀπέλειπεν ἔγκατά τε σάρκας τε καὶ ὀστέα μυελόεντα,speech
ἡμεῖς δὲ κλαίοντες ἀνεσχέθομεν Διὶ χεῖρας σχέτλια ἔργ’ ὁρόωντες ἀμηχανίη δ’ ἔχε θυμόν,speech
αὐτὰρ ἐπεὶ Κύκλωψ μεγάλην ἐμπλήσατο νηδὺν ἀνδρόμεα κρέ’ ἔδων καὶ ἐπ’ ἄκρητον γάλα πίνων κεῖτ’ ἔντοσθ’ ἄντροιο τανυσσάμενος διὰ μήλων,speech
τὸν μὲν ἐγὼ βούλευσα κατὰ μεγαλήτορα θυμὸν ἆσσον ἰών ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ οὐτάμεναι πρὸς στῆθος ὅθι φρένες ἧπαρ ἔχουσι χείρ’ ἐπιμασσάμενος,speech
ἕτερος δέ με θυμὸς ἔρυκεν,speech
αὐτοῦ γάρ κε καὶ ἄμμες ἀπωλόμεθ’ αἰπὺν ὄλεθρον,speech
οὐ γάρ κεν δυνάμεσθα θυράων ὑψηλάων χερσὶν ἀπώσασθαι λίθον ὄβριμον ὃν προσέθηκεν,speech
ὣς τότε μὲν στενάχοντες ἐμείναμεν Ἠῶ δῖαν,speech
ἦμος δ’ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς καὶ τότε πῦρ ἀνέκαιε καὶ ἤμελγε κλυτὰ μῆλα πάντα κατὰ μοῖραν καὶ ὑπ’ ἔμβρυον ἧκεν ἑκάστῃ,speech
αὐτὰρ ἐπεὶ δὴ σπεῦσε πονησάμενος τὰ ἃ ἔργα σὺν δ’ ὅ γε δὴ αὖτε δύω μάρψας ὡπλίσσατο δεῖπνον,speech
δειπνήσας δ’ ἄντρου ἐξήλασε πίονα μῆλα ῥηιδίως ἀφελὼν θυρεὸν μέγαν,speech
αὐτὰρ ἔπειτα ἂψ ἐπέθηχ’ ὡς εἴ τε φαρέτρῃ πῶμ’ ἐπιθείη,speech
πολλῇ δὲ ῥοίζῳ πρὸς ὄρος τρέπε πίονα μῆλα Κύκλωψ,speech
αὐτὰρ ἐγὼ λιπόμην κακὰ βυσσοδομεύων εἴ πως τισαίμην δοίη δέ μοι εὖχος Ἀθήνη,speech
ἥδε δέ μοι κατὰ θυμὸν ἀρίστη φαίνετο βουλή,speech
Κύκλωπος γὰρ ἔκειτο μέγα ῥόπαλον παρὰ σηκῷ χλωρὸν ἐλαΐνεον,speech
τὸ μὲν ἔκταμεν ὄφρα φοροίη αὐανθέν,speech
τὸ μὲν ἄμμες ἐίσκομεν εἰσορόωντες ὅσσον θ’ ἱστὸν νηὸς ἐεικοσόροιο μελαίνης φορτίδος εὐρείης ἥ τ’ ἐκπεράᾳ μέγα λαῖτμα,speech
τόσσον ἔην μῆκος τόσσον πάχος εἰσοράασθαι,speech
τοῦ μὲν ὅσον τ’ ὄργυιαν ἐγὼν ἀπέκοψα παραστὰς καὶ παρέθηχ’ ἑτάροισιν ἀποξῦναι δ’ ἐκέλευσα,speech
οἱ δ’ ὁμαλὸν ποίησαν,speech
ἐγὼ δ’ ἐθόωσα παραστὰς ἄκρον ἄφαρ δὲ λαβὼν ἐπυράκτεον ἐν πυρὶ κηλέῳ,speech
καὶ τὸ μὲν εὖ κατέθηκα κατακρύψας ὑπὸ κόπρῳ ἥ ῥα κατὰ σπείους κέχυτο μεγάλ’ ἤλιθα πολλή,speech
αὐτὰρ τοὺς ἄλλους κλήρῳ πεπαλάσθαι ἄνωγον ὅς τις τολμήσειεν ἐμοὶ σὺν μοχλὸν ἀείρας τρῖψαι ἐν ὀφθαλμῷ ὅτε τὸν γλυκὺς ὕπνος ἱκάνοι,speech
οἱ δ’ ἔλαχον τοὺς ἄν κε καὶ ἤθελον αὐτὸς ἑλέσθαι τέσσαρες αὐτὰρ ἐγὼ πέμπτος μετὰ τοῖσιν ἐλέγμην,speech
ἑσπέριος δ’ ἦλθεν καλλίτριχα μῆλα νομεύων,speech
αὐτίκα δ’ εἰς εὐρὺ σπέος ἤλασε πίονα μῆλα πάντα μάλ’ οὐδέ τι λεῖπε βαθείης ἔκτοθεν αὐλῆς ἤ τι ὀισάμενος ἢ καὶ θεὸς ὣς ἐκέλευσεν,speech
αὐτὰρ ἔπειτ’ ἐπέθηκε θυρεὸν μέγαν ὑψόσ’ ἀείρας ἑζόμενος δ’ ἤμελγεν ὄις καὶ μηκάδας αἶγας πάντα κατὰ μοῖραν καὶ ὑπ’ ἔμβρυον ἧκεν ἑκάστῃ,speech
αὐτὰρ ἐπεὶ δὴ σπεῦσε πονησάμενος τὰ ἃ ἔργα σὺν δ’ ὅ γε δὴ αὖτε δύω μάρψας ὡπλίσσατο δόρπον,speech
καὶ τότ’ ἐγὼ Κύκλωπα προσηύδων ἄγχι παραστάς κισσύβιον μετὰ χερσὶν ἔχων μέλανος οἴνοιο,speech
Κύκλωψ τῆ πίε οἶνον ἐπεὶ φάγες ἀνδρόμεα κρέα ὄφρ’ εἰδῇς οἷόν τι ποτὸν τόδε νηῦς ἐκεκεύθει ἡμετέρη,speech
σοὶ δ’ αὖ λοιβὴν φέρον εἴ μ’ ἐλεήσας οἴκαδε πέμψειας,speech
σὺ δὲ μαίνεαι οὐκέτ’ ἀνεκτῶς,speech
σχέτλιε πῶς κέν τίς σε καὶ ὕστερον ἄλλος ἵκοιτο ἀνθρώπων πολέων ἐπεὶ οὐ κατὰ μοῖραν ἔρεξας,speech
ὣς ἐφάμην ὁ δ’ ἔδεκτο καὶ ἔκπιεν,speech
ἥσατο δ’ αἰνῶς ἡδὺ ποτὸν πίνων καὶ μ’ ᾔτεε δεύτερον αὖτις,speech
δός μοι ἔτι πρόφρων καί μοι τεὸν οὔνομα εἰπὲ αὐτίκα νῦν ἵνα τοι δῶ ξείνιον ᾧ κε σὺ χαίρῃς,speech
καὶ γὰρ Κυκλώπεσσι φέρει ζείδωρος ἄρουρα οἶνον ἐριστάφυλον καί σφιν Διὸς ὄμβρος ἀέξει,speech
